Unique ID,CompanyName,WebAddress,PrimaryUSNAICSCode,Health,AllNAICSCodes,PostalDeliveryPoint,NAICSCode,SIC Code,Combined Code,Combined Mngt Code
733,Anxiety-Depression Disorders Clinic,www.anxietydepressiondisorders.com,621111,2,621111,14,3,3,3,3
734,"Any Body Fitness, LLC",www.anybodyfit.com,621999,2,621999;713940,32,3,3,3,3
740,Apex Endodontics of Cool Springs,www.apexendotn.com,621210,2,621210,99,3,3,3,3
741,Apex Endodontics of Hendersonv,www.apexendotn.com,621210,2,621210,47,3,3,3,3
742,Apex Endodontics of TN Inc,www.apexendotn.com,621210,2,621210,47,3,3,3,3
748,"APHESIS HOUSE, INC.",www.aphesishouse.org,623990,2,623990,22,3,3,3,3
758,Apria Healthcare LLC,www.apria.com,621610,2,621610,70,3,3,3,3
761,Aqua Dental LLC,www.aquadentalcare.com,621210,2,621210,30,3,3,3,3
772,"Arbaugh Patin, Linda MA Lpe",www.arbaughpatin.com,624190,2,624190,99,3,3,3,3
774,"Arbor Healthcare, LLC",www.arborhealth.com,621610,2,524292;541611;621610,75,3,3,3,3
792,Ardella Family Wellness Clinic,www.afwellness.com,621999,2,621999,99,3,3,3,3
794,"Ardent Medical Services, Inc",www.ardenthealth.com,622110,2,622110,99,3,3,3,1
801,Ark of Davidson County,www.arcdc.org,624120,2,624120,11,3,0,0,0
819,ARTHRITIS FOUNDATION OF TN CHAPTER INC,www.arthritis.org,624190,2,624190,99,3,0,0,0
822,Arthritis Specialists of Nashville,www.rheumatologistsofnashville.com,621111,2,621111,0,3,3,3,3
824,ARTHUR CATHERINE MD,www.childrenshospital.vanderbilt.org,621111,2,621111,99,3,3,3,3
839,Ascension Health Alliance,www.mtmc.org,621112,2,621112,99,3,3,3,3
841,Ascent Partners,www.ascentasc.com,621111,2,621111,99,3,3,3,3
845,"Aseracare Hospice - New Horizons, LLC",www.aseracare.com,621610,2,621610,0,3,3,3,3
852,"ASHOK MEHTA, M.D., P.C.",www.simplycare.net,621111,2,621111,13,3,3,3,3
859,ASPEN GROVE DENTAL ASSOCIATION,www.aspengrovedental.com,621210,2,621210,99,3,3,3,3
868,Assistance League of Nashville,www.nashville.assistanceleague.org,624190,2,624190,,3,0,0,0
872,Associated Children S Dentistry Pllc,www.associatedchildrensdentistry.com,621210,2,621210,99,3,3,3,3
874,ASSOCIATED DENTAL GROUP,www.associateddentalgroup.net,621210,2,621210,26,3,3,3,3
877,ASSOCIATED ENDOSCOPY LLC,www.associatedendoscopy.com,621111,2,621111,32,3,3,3,3
878,"ASSOCIATED PATHOLOGISTS, LLC",www.pathgroup.com,621111,2,621111,75,3,3,3,3
879,"Associated Pathologists, LLC",www.pathgroup.com,621511,2,621511,,3,3,3,3
880,"Associated Pathologists, LLC",www.pathgroup.com,621511,2,621511,,3,3,3,3
881,"Associated Pathologists, LLC",www.pathgroup.com,621111,2,621111,,3,3,3,3
883,"Associated Pathologists, PLC",www.pathgroup.com,621111,2,621111,,3,3,3,3
886,Associated Radiologist PC,www.radalliance.com,621111,2,541219;621111,52,3,3,3,3
887,Associated Urologists of Nashville,www.associatedurologistsofnashville.com,621111,2,621111,46,3,3,3,3
888,"Associated Urologists of Nashville, LLP",www.associatedurologistsofnashville.com,621111,2,621111,99,3,3,3,3
890,ASSOCIATION FOR GUIDANCE AID,www.agapenashville.org,624110,2,624110,55,3,0,0,0
893,"ASSURANCE SENIOR CARE, INC.",www.homeinstead.com,621610,2,621610,80,3,3,3,3
899,At Home Healthcare,www.athomehealthtn.com,621999,2,621999,99,3,3,3,3
900,At Home Healthcare,www.athomehealthtn.com,621991,2,621991,22,3,3,3,3
921,Attachment Parenting International,www.attachmentparenting.org,624190,2,624190,6,3,0,0,0
931,Austin Adams,www.austinadamsmd.com,621111,2,621111,21,3,3,3,3
947,"AVALON HEALTH CARE, LLC",www.treveccahrc.com,623110,2,621498;623110,29,3,3,3,3
967,Axis Chiropractic,www.axischirotn.com,621310,2,621310,96,3,3,3,3
996,"B. Paul Turpin, M.D., Pllc",www.murfreesborodiabetes.com,621111,2,621111,99,3,3,3,3
